text,label
"Making More Wikipedians: Facilitating Semantics Reuse for Wikipedia Authoring (Co-authors: Linyun Fu, Haofen Wang, Haiping Zhu, Huajie Zhang, Yang Wang, Yong Yu, Conference: ISWC/ASWC)",39_44
"Inter-Frame Interpolation By Snake Model And Greedy Algorithm (Co-authors: Frank Y. Shih, Kai Zhang, Conference: IJPRAI)",38_9
"Enabling analysts in managed services for CRM analytics (Co-authors: Indrajit Bhattacharya, Shantanu Godbole, Ajay Gupta, Ashish Verma, Jeff Achtermann, Kevin English, Conference: KDD)",91_2
"Measuring blocking artifacts using edge direction information (Co-authors: Feng Pan, Xiao Lin, Susanto Rahardja, Ee Ping Ong, Weisi Lin, Conference: ICME)",46_0
"Generality's price: Inescapable deficiencies in machine-learned programs (Co-authors: John Case, Keh-Jiann Chen, Sanjay Jain, Wolfgang Merkle, James S. Royer, Conference: Ann. Pure Appl. Logic)",47_0
"Optimization of a training set for more robust face detection (Co-authors: Jie Chen, Xilin Chen, Jie Yang, Shiguang Shan, Ruiping Wang, Wen Gao, Conference: Pattern Recognition)",23_0
"Coefficient of variation of interspike intervals greater than 0.5. How and when? (Co-authors: Jianfeng Feng, David Brown, Conference: Biological Cybernetics)",83_2
"A New Translation for Semi-classical Theories - Backtracking without CPS (Co-authors: Satoshi Kobayashi, Conference: FLOPS)",100_3
"On the specification of multiple models for diagnosis of dynamic systems (Co-authors: George Macleod Coghill, Qiang Shen, Conference: AI Commun.)",19_0
"A Fair Item-Item Exchange Protocol Satisfying Newly Introduced Requirements (Co-authors: Hao Wang, Heqing Guo, Manshan Lin, Jianfei Yin, Conference: ICITA (2))",69_19
"Numberings Optimal for Learning (Co-authors: Sanjay Jain, Frank Stephan, Conference: ALT)",47_0
"Mobile robot sonar interpretation algorithm for distinguishing trees from poles (Co-authors: Wen Gao, Mark K. Hinders, Conference: Robotics and Autonomous Systems)",23_3
"Speechalator: Two-Way Speech-to-Speech Translation in Your Hand (Co-authors: Alex Waibel, Ahmed Badran, Alan W. Black, Robert E. Frederking, Donna Gates, Alon Lavie, Lori S. Levin, Kevin Lenzo, Laura Mayfield Tomokiyo, Jurgen Reichert, Tanja Schultz, Dorcas Wallace, Monika Woszczyna, Jing Zhang, Conference: HLT-NAACL)",105_47
"Sparsity and model selection through convex penalties: structured selection, covariance selection and some theory (Co-authors: Bin Yu, Conference: null)",97_0
"The Benchmark Handbook for Database and Transaction Systems (1st Edition) (Co-authors: Jim Gray, Conference: null)",99_1
"Secure Watermark Verification Scheme (Co-authors: Liu Yongliang, Wen Gao, Hongxun Yao, Yaxiao Song, Conference: Proceedings of the Third IEEE Pacific Rim Conference on Multimedia: Advances in Multimedia Information Processing)",23_0
"A Self-Configuring Communication Virtual Machine (Co-authors: Seyed Masoud Sadjadi, Selim Kalayci, Yi Deng, Conference: ICNSC)",93_0
"Preserving Recommender Accuracy and Diversity in Sparse Datasets (Co-authors: Derry O'Sullivan, David C. Wilson, Barry Smyth, Conference: FLAIRS Conference)",59_0
"Digital system design (Co-authors: Barry Wilkinson, Conference: null)",78_0
"Automatic Numeric Control Programming System for Locators (Co-authors: Bin Zhu, Yongsheng Chai, Conference: RAM)",9_13
"Comments on 'Estimation of frequencies and damping factors by two-dimensional ESPRIT type methods (Co-authors: Yang Wang, Jian-Wen Chen, Zhong Liu, Conference: IEEE Transactions on Signal Processing)",39_42
"A Methodology for Task Based Partitioning and Scheduling of Dynamically Reconfigurable Systems (Co-authors: Pedro Merino, Margarida F. Jacome, Juan Carlos Lopez, Conference: FCCM)",13_0
"Symmetric segment-based stereo matching of motion blurred images with illumination variations (Co-authors: Wei Wang, Yizhou Wang, Longshe Huo, Qingming Huang, Wen Gao, Conference: ICPR)",23_0
"Running an NSF REU program: observations, comments and suggestions (Co-authors: David Cordes, Robert Allen, Conference: ACM Southeast Regional Conference)",106_0
"A HyperNet Model for Large Hypertext Systems (Co-authors: Yi Deng, Shi-Kuo Chang, Conference: DASFAA)",93_0
"Semantic Preferential Subsumption (Co-authors: Katarina Britz, Johannes Heidema, Thomas Meyer, Conference: KR)",79_1
"Analysis of bifurcations for non-linear stochastic non-smooth vibro-impact system via top Lyapunov exponent (Co-authors: Jinqian Feng, Wei Xu, Conference: Applied Mathematics and Computation)",1_22
"Fast exact and heuristic methods for role minimization problems (Co-authors: Alina Ene, William Horne, Nikola Milosavljevic, Prasad Rao, Robert Schreiber, Robert Endre Tarjan, Conference: SACMAT)",67_0
"Detection of potential positive regulatory motifs of transcription in yeast introns by comparative analysis of oligonucleotide frequencies (Co-authors: Jing Zhang, Jun Hu, Xiu-fan Shi, Huai Cao, Wei-bo Liu, Conference: Computational Biology and Chemistry)",105_42
"Measurements, Quality of Service and Efficient Load Balancing Algorithm in Mobile Ad-hoc Network (Co-authors: Jesus Hamilton Ortiz, Juan Carlos Lopez, Carlos Andres Lucero, Conference: ICWN)",13_0
"Clustering Social Networks (Co-authors: Nina Mishra, Robert Schreiber, Isabelle Stanton, Robert Endre Tarjan, Conference: WAW)",67_0
"A unified framework for name disambiguation (Co-authors: Jie Tang, Jing Zhang, Duo Zhang, Juanzi Li, Conference: WWW)",105_13
"The Rendezvous is Dead - Long Live the Protected Object (Co-authors: Dragan Macos, Frank Mueller, Conference: SIGAda)",8_0
"A Lightweight Mechanism to Mitigate Application Layer DDoS Attacks (Co-authors: Jie Yu, Chengfang Fang, Liming Lu, Zhoujun Li, Conference: Infoscale)",18_0
"Automatic scoring of children's read-aloud text passages and word lists (Co-authors: Klaus Zechner, John Sabatini, Lei Chen, Conference: Proceedings of the Fourth Workshop on Innovative Use of NLP for Building Educational Applications)",54_31
"Design and Implementation of an Out-of-Band Virtualization System on Solaris 10 (Co-authors: Yang Wang, Wei Xue, Jiwu Shu, Guangyan Zhang, Conference: International Conference on Computational Science (3))",39_26
"How to Confirm Cryptosystems Security: The Original Merkle-Damgård Is Still Alive! (Co-authors: Yusuke Naito, Kazuki Yoneyama, Lei Wang, Kazuo Ohta, Conference: null)",85_30
"Semantic term matching in axiomatic approaches to information retrieval (Co-authors: Hui Fang, ChengXiang Zhai, Conference: SIGIR)",103_2
"From Testing Theory to Test Driver Implementation (Co-authors: Jan Peleska, Michael Siegel, Conference: FME)",77_2
"Illumination Invariant Feature Selection for Face Recognition (Co-authors: Yazhou Liu, Hongxun Yao, Wen Gao, Debin Zhao, Conference: PCM (2))",23_0
"Attribute Clustering for Grouping, Selection, and Classification of Gene Expression Data (Co-authors: Wai-Ho Au, Keith C. C. Chan, Andrew K. C. Wong, Yang Wang, Conference: IEEE/ACM Trans. Comput. Biology Bioinform.)",39_19
"Panther: An Inexpensive and Integrated Multimedia Environment (Co-authors: Sha Guo, Wei Sun, Yi Deng, Wei Li, Qing Liu, Weiping Zhang, Conference: ICMCS)",93_0
"Coverage-preserving Data Gathering in Wireless Sensor Networks (Co-authors: Hongli Xu, Liusheng Huang, Junmin Wu, Yang Wang, Conference: SNPD (2))",39_42
"Pseudospectral methods for solution of the incompressible Navier-Stokes equations (Co-authors: Hwar C. Ku, Thomas D. Taylor, Richard S. Hirsh, Conference: Computers and Fluids)",95_2
"Abnormality Detection in Automated Mass Screening System of Diabetic Retinopathy (Co-authors: Gang Luo, Opas Chutatape, Huiqi Li, Shankar M. Krishnan, Conference: CBMS)",12_2
"Energy-balanced task allocation for collaborative processing in networked embedded systems (Co-authors: Yang Yu, Viktor K. Prasanna, Conference: LCTES)",90_13
"Study of reactive ion etching process to fabricate the PMMA-based polymer waveguide (Co-authors: Y. Zhao, F. Wang, Z. C. Cui, J. Zheng, H. M. Zhang, D. M. Zhang, S. Y. Liu, M. B. Yi, Conference: Microelectronics Journal)",53_10
"The compact genetic algorithm (Co-authors: Georges R. Harik, Fernando G. Lobo, David E. Goldberg, Conference: IEEE Trans. Evolutionary Computation)",34_0
"Stable Egress Route Selection for Interdomain Traffic Engineering: Model and Analysis (Co-authors: Hao Wang, Haiyong Xie, Yang Richard Yang, Avi Silberschatz, Erran L. Li, Yanbin Liu, Conference: ICNP)",69_18
"Nanophotonics - quantum dots, photonic crystals, and optical silicon circuits: An excursion into the optical behavior of very small things (Co-authors: Mihaela Dinu, Ronen Rapaport, Gang Chen, Howard R. Stuart, Randy Giles, Conference: Bell Labs Technical Journal)",108_23
"Analytical Decoupling, Decision of Compatibility and Partial Integration of Systems of Non-Linear Ordinary and Partial Differential Equations (Co-authors: Thomas Wolf, Conference: European Conference on Computer Algebra (2))",45_1
"Meta-Heuristics for Robust Graph Coloring Problem (Co-authors: Andrew Lim, Fan Wang, Conference: ICTAI)",107_0
"On the dynamic finger conjecture for splay trees (Co-authors: R. Cole, Conference: Proceedings of the twenty-second annual ACM symposium on Theory of computing)",72_0
"Ninf-G: A Reference Implementation of RPC-based Programming Middleware for Grid Computing (Co-authors: Yoshio Tanaka, Hidemoto Nakada, Satoshi Sekiguchi, Toyotaro Suzumura, Satoshi Matsuoka, Conference: J. Grid Comput.)",92_0
"Detecting large-scale system problems by mining console logs (Co-authors: Wei Xu, Ling Huang, Armando Fox, David A. Patterson, Michael I. Jordan, Conference: SOSP)",1_5
"Incentive Mechanisms for Peer-to-Peer Systems (Co-authors: Bin Yu, Munindar P. Singh, Conference: AP2PC)",97_2
"Extending metadata with scenarios in adaptive distributed system (Co-authors: Yanni Wu, Kuo Zhang, Xiaoge Wang, Jinlan Tian, Conference: J. Network and Computer Applications)",44_2
"A combinational feature selection and ensemble neural network method for classification of gene expression data (Co-authors: Bing Liu, Qinghua Cui, Tianzi Jiang, Songde Ma, Conference: BMC Bioinformatics)",94_15
"A New ART Neural Networks for Remote Sensing Image Classification (Co-authors: AnFei Liu, Bi-Cheng Li, Gang Chen, Xianfei Zhang, Conference: ICNC (2))",108_32
"Introducing a Genetic Generalization Pressure to the Anticipatory Classifier System - Part 1: Theoretical approach (Co-authors: Martin Butz, David E. Goldberg, Wolfgang Stolzmann, Conference: GECCO)",34_0
"Contours of constructive hypertexts (Co-authors: Mark Bernstein, Michael Joyce, David Levine, Conference: Proceedings of the ACM conference on Hypertext)",50_4
"Optimal Deployment of Triggers for Detecting Events (Co-authors: Manish Bhide, Ajay Gupta, Mukul Joshi, Mukesh K. Mohania, Conference: DEXA)",91_2
"High-Level Synthesis of Nonprogrammable Hardware Accelerators (Co-authors: Robert Schreiber, Shail Aditya, B. Ramakrishna Rau, Vinod Kathail, Scott A. Mahlke, Santosh G. Abraham, Greg Snider, Conference: ASAP)",67_0
"Cluster Computing Using MPI and Windows NT to Solve the Processing of Remotely Sensed Imagery (Co-authors: Jose A. Gallud, Jose M. Garcia, Jesus D. Garcia-Consuegra, Conference: PVM/MPI)",98_0
"Block reflectors: theory and computation (Co-authors: Robert Schreiber, Beresford Parlett, Conference: SIAM Journal on Numerical Analysis)",67_0
"High Level Indexing of User-Defined Types (Co-authors: Weidong Chen, Jyh-Herng Chow, You-Chin Fuh, Jean Grandbois, Michelle Jou, Nelson Mendonca Mattos, Brian T. Tran, Yun Wang, Conference: VLDB)",89_0
"Changes and bugs - Mining and predicting development activities (Co-authors: Thomas Zimmermann, Conference: ICSM)",6_1
"Optical Watermarking for Printed Document Authentication (Co-authors: S. Huang, J. K. Wu, Conference: IEEE Transactions on Information Forensics and Security)",102_10
"Detecting and Eliminating Potential Violations of Sequential Consistency for Concurrent C/C++ Programs (Co-authors: Yuelu Duan, Xiaobing Feng, Lei Wang, Chao Zhang, Pen-Chung Yew, Conference: Proceedings of the 2009 International Symposium on Code Generation and Optimization)",85_16
"Low correlation between random synaptic inputs impacts considerably on the output of the Hodgkin-Huxley model (Co-authors: David Brown, Jianfeng Feng, Conference: Neurocomputing)",83_2
"A note on 'a mapping algorithm for computer-assisted exploration in the design of embedded systems (Co-authors: Gang Chen, Xiaoyu Song, Feng Liu, QingPing Tan, Fei He, Conference: ACM Trans. Design Autom. Electr. Syst.)",108_5
"A proactive fault-detection mechanism in large-scale cluster systems (Co-authors: Linping Wu, Dan Meng, Wen Gao, Jianfeng Zhan, Conference: IPDPS)",23_6
"Boosting for Learning Multiple Classes with Imbalanced Class Distribution (Co-authors: Yanmin Sun, Mohamed S. Kamel, Yang Wang, Conference: ICDM)",39_19
"Video as an image data source: efficient representations and applications (Co-authors: P. Anandan, Michal Irani, Rakesh Kumar, James R. Bergen, Conference: ICIP)",29_5
"Visual-Based View-Invariant Human Motion Analysis: A Review (Co-authors: Xiaofei Ji, Honghai Liu, Yibo Li, David Brown, Conference: KES (1))",83_3
"Automated Detection of Code Vulnerabilities Based on Program Analysis and Model Checking (Co-authors: Lei Wang, Qiang Zhang, PengChao Zhao, Conference: SCAM)",85_82
"A new robust relevance model in the language model framework (Co-authors: Xiaoyan Li, Conference: Inf. Process. Manage.)",36_1
"Learning power and language expressiveness (Co-authors: Eric Martin, Arun Sharma, Frank Stephan, Conference: Theor. Comput. Sci.)",0_0
"Best Fit Surface Curvature at Vertices of Topologically Irregular Curve Networks (Co-authors: Tamas Varady, Thomas Hermann, Conference: IMA Conference on the Mathematics of Surfaces)",56_7
"Robust Object Matching for Persistent Tracking with Heterogeneous Features (Co-authors: Yanlin Guo, Steven C. Hsu, Harpreet S. Sawhney, Rakesh Kumar, Ying Shan, Conference: IEEE Trans. Pattern Anal. Mach. Intell.)",29_5
"Adapting robot kinematics for human-arm motion recognition (Co-authors: Chee Seng Chan, Honghai Liu, David Brown, Conference: KES Journal)",83_3
"Fine-Grained Progressive Algorithm Based on HMJ (Co-authors: Gang Chen, Guohui Li, Bing Yang, Xianghong Tang, Hui Chen, Conference: CSSE (4))",108_5
"Tightening the Bounds on Feasible Preemption Points (Co-authors: Harini Ramaprasad, Frank Mueller, Conference: RTSS)",8_0
"Predicting faults from cached history (Co-authors: Sunghun Kim, Thomas Zimmermann, E. James Whitehead Jr, Andreas Zeller, Conference: ISEC)",6_1
"Distributed Reputation Management for Electronic Commerce (Co-authors: Bin Yu, Munindar P. Singh, Conference: Computational Intelligence)",97_2
"Routing on Butterfly Networks with Random Faults (Co-authors: Richard Cole, Bruce M. Maggs, Ramesh K. Sitaraman, Conference: FOCS)",72_0
"Automatically wrapping legacy software into services: A grid case study (Co-authors: Maozhen Li, Bin Yu, Man Qi, Nick Antonopoulos, Conference: Peer-to-Peer Networking and Applications)",97_6
"Frequent Itemset Mining Based on Heuristic Two Level Counting (Co-authors: Feng Liu, Fengzhan Tian, QiLiang Zhu, Conference: ICICIC (2))",57_2
"Structural Characterization and Qualitative Properties of Product Form Stochastic Petri Nets (Co-authors: Serge Haddad, Patrice Moreaux, Matteo Sereno, Manuel Silva, Conference: ICATPN)",73_0
"Fuzzy Interpolative Reasoning via Scale and Move Transformations (Co-authors: Zhiheng Huang, Qiang Shen, Conference: IEEE T. Fuzzy Systems)",19_0
"Model Reuse through Hardware Design Patterns (Co-authors: Fernando Rincon, Francisco Moya, Jesus Barba, Juan Carlos Lopez, Conference: CoRR)",13_0
"HAM: Cross-cutting Concerns in Eclipse (Co-authors: Silvia Breu, Thomas Zimmermann, Christian Lindig, Conference: Aspects For Legacy Applications)",6_1
"A New Scheme For Wireless Network Authentication System (Co-authors: Jing Zhang, Bo Wang, Conference: ICN/ICONS/MCL)",105_46
"Genetic algorithm for planning cable telecommunication networks (Co-authors: Pablo Cortes, Juan Larraneta, Luis Onieva, Jose M. Garcia, Maria S. Caraballo, Conference: Appl. Soft Comput.)",98_1
"Learning image manifolds by semantic subspace projection (Co-authors: Jie Yu, Qi Tian, Conference: ACM Multimedia)",18_2
"Two-phase trace-driven simulation (TPTS): a fast multicore processor architecture simulation approach. (Co-authors: Hyunjin Lee, Lei Jin, Kiyeon Lee, Socrates Demetriades, Michael Moeng, Sangyeun Cho, Conference: Softw., Pract. Exper.)",22_0
"Virtual surrounding face geocasting in wireless ad hoc and sensor networks (Co-authors: Jie Lian, Yunhao Liu, Kshirasagar Naik, Lei Chen, Conference: IEEE/ACM Trans. Netw.)",54_1
"The Unicode standard version 3.0 (Co-authors: Joan Aliprand, Julie Allen, Joe Becker, Mark Davis, Michael Everson, Asmus Freytag, John H. Jenkins, Mike Ksar, Rick McGowan, Lisa Moore, Michel Suignard, Ken Whistler, Conference: null)",68_4
"Iterative learning from positive data and negative counterexamples (Co-authors: Sanjay Jain, Efim B. Kinber, Conference: Inf. Comput.)",47_0
